person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25.0,30000,RENT,0.0,HOMEIMPROVEMENT,4800,15.95,1,0.16,Y,2
26.0,40224,MORTGAGE,0.0,PERSONAL,7000,7.4,0,0.17,N,2
22.0,40269,MORTGAGE,6.0,DEBTCONSOLIDATION,6625,15.23,0,0.16,Y,3
26.0,40272,MORTGAGE,3.0,EDUCATION,10000,11.86,0,0.25,N,3
23.0,40308,MORTGAGE,1.0,EDUCATION,5000,7.68,0,0.12,N,4
25.0,38000,RENT,9.0,MEDICAL,4800,11.71,0,0.13,N,4
22.0,32400,RENT,7.0,PERSONAL,4800,13.98,1,0.15,Y,2
22.0,38790,RENT,0.0,EDUCATION,4800,13.8,0,0.12,Y,3
26.0,39996,RENT,5.0,EDUCATION,4800,12.99,0,0.12,N,4
22.0,40499,MORTGAGE,7.0,MEDICAL,11500,11.83,0,0.28,N,4
24.0,40800,RENT,5.0,MEDICAL,4800,13.85,0,0.12,Y,3
22.0,41300,RENT,6.0,EDUCATION,4800,11.89,0,0.12,N,3
25.0,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,6500,9.63,0,0.16,N,4
22.0,41504,RENT,6.0,EDUCATION,4800,12.99,0,0.12,N,4
22.0,42000,RENT,4.0,DEBTCONSOLIDATION,4800,14.35,0,0.11,N,4
25.0,42000,RENT,2.0,DEBTCONSOLIDATION,4800,13.22,0,0.11,N,4
22.0,42996,RENT,3.0,PERSONAL,4800,11.03,0,0.11,N,4
26.0,44600,RENT,0.0,EDUCATION,4800,14.65,0,0.11,N,2
25.0,45000,RENT,9.0,EDUCATION,4800,7.51,0,0.11,N,3
26.0,45000,RENT,1.0,MEDICAL,4800,5.42,0,0.11,N,2
23.0,39000,RENT,0.0,PERSONAL,4800,17.99,1,0.12,N,4
26.0,40610,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,7.14,0,0.09,N,4
26.0,40720,MORTGAGE,4.0,PERSONAL,10000,13.48,0,0.25,Y,3
26.0,45000,RENT,2.0,PERSONAL,4800,13.06,0,0.11,Y,4
21.0,45000,RENT,3.0,VENTURE,4800,7.51,0,0.11,N,4
23.0,45000,RENT,4.0,PERSONAL,4800,13.98,0,0.11,Y,2
23.0,45000,RENT,2.0,EDUCATION,4800,13.22,0,0.11,Y,4
25.0,45000,RENT,2.0,PERSONAL,4800,9.45,0,0.11,N,4
26.0,45243,RENT,3.0,VENTURE,4800,9.25,0,0.11,N,2
24.0,45840,RENT,2.0,DEBTCONSOLIDATION,4800,7.49,0,0.1,N,2
24.0,46000,RENT,0.0,PERSONAL,4800,8.9,0,0.1,N,2
24.0,40800,MORTGAGE,0.0,MEDICAL,8000,11.99,0,0.2,N,4
22.0,40800,MORTGAGE,6.0,PERSONAL,7975,5.79,0,0.2,N,3
25.0,40800,MORTGAGE,9.0,MEDICAL,9700,9.63,0,0.24,N,4
21.0,47664,RENT,5.0,DEBTCONSOLIDATION,4800,7.9,0,0.1,N,2
23.0,40800,MORTGAGE,4.0,MEDICAL,10400,10.0,0,0.25,N,2
23.0,48000,RENT,6.0,VENTURE,4800,7.9,0,0.1,N,3
26.0,42000,RENT,2.0,VENTURE,4800,14.27,1,0.11,N,2
24.0,42000,RENT,2.0,EDUCATION,4800,15.23,1,0.11,Y,2
22.0,40800,OWN,6.0,VENTURE,10000,12.61,0,0.25,Y,2
23.0,48000,RENT,3.0,MEDICAL,4800,5.42,0,0.1,N,3
22.0,48000,RENT,0.0,DEBTCONSOLIDATION,4800,12.98,0,0.1,Y,2
24.0,40800,OWN,0.0,VENTURE,14400,14.35,0,0.35,N,2
26.0,40800,MORTGAGE,3.0,PERSONAL,7500,7.88,0,0.18,N,2
24.0,48000,RENT,0.0,PERSONAL,4800,9.88,0,0.1,N,3
23.0,48600,RENT,2.0,DEBTCONSOLIDATION,4800,10.36,0,0.1,N,3
23.0,48756,RENT,5.0,MEDICAL,4800,11.36,0,0.1,N,4
23.0,40800,MORTGAGE,3.0,MEDICAL,10000,7.14,0,0.25,N,2
25.0,50000,RENT,8.0,EDUCATION,4800,15.96,0,0.1,N,2
24.0,40800,MORTGAGE,1.0,EDUCATION,6000,12.92,0,0.15,N,3
25.0,50000,RENT,5.0,VENTURE,4800,10.99,0,0.1,N,4
22.0,40872,MORTGAGE,6.0,EDUCATION,13750,10.83,0,0.34,N,4
23.0,40900,OWN,5.0,MEDICAL,12200,11.36,0,0.3,N,4
22.0,34900,MORTGAGE,4.0,DEBTCONSOLIDATION,3600,15.7,1,0.1,N,4
23.0,50000,RENT,7.0,EDUCATION,4800,10.37,0,0.1,N,3
22.0,50000,RENT,7.0,MEDICAL,4800,12.68,0,0.1,N,3
24.0,50000,RENT,2.0,VENTURE,4800,13.22,0,0.1,N,4
26.0,52000,RENT,2.0,EDUCATION,4800,9.99,0,0.09,N,2
23.0,52000,RENT,3.0,EDUCATION,4800,9.88,0,0.09,N,2
24.0,55000,RENT,8.0,PERSONAL,4800,6.92,0,0.09,N,3
21.0,55000,RENT,3.0,EDUCATION,4800,11.12,0,0.09,N,4
25.0,49000,RENT,3.0,MEDICAL,4800,14.96,1,0.1,Y,2
23.0,41000,MORTGAGE,7.0,EDUCATION,6000,6.03,0,0.15,N,4
25.0,55200,RENT,2.0,MEDICAL,4800,7.9,0,0.09,N,3
22.0,41000,MORTGAGE,6.0,EDUCATION,12000,6.03,0,0.29,N,2
23.0,56928,RENT,3.0,PERSONAL,4800,10.38,0,0.08,N,3
21.0,41000,MORTGAGE,4.0,DEBTCONSOLIDATION,7000,6.03,0,0.17,N,3
26.0,52000,RENT,6.0,MEDICAL,4800,17.99,1,0.09,N,4
26.0,41000,MORTGAGE,5.0,PERSONAL,8000,6.03,0,0.2,N,3
26.0,53000,RENT,2.0,PERSONAL,4800,15.62,1,0.09,Y,3
26.0,60000,RENT,1.0,HOMEIMPROVEMENT,4800,7.9,0,0.08,N,3
24.0,60000,RENT,4.0,HOMEIMPROVEMENT,4800,6.54,0,0.08,N,4
22.0,41000,MORTGAGE,0.0,VENTURE,6400,9.99,0,0.16,N,4
24.0,62000,RENT,4.0,PERSONAL,4800,7.14,0,0.08,N,3
22.0,41000,OWN,0.0,PERSONAL,1000,6.99,0,0.02,N,2
26.0,65000,RENT,0.0,HOMEIMPROVEMENT,4800,13.72,0,0.07,N,2
24.0,65000,RENT,0.0,PERSONAL,4800,7.88,0,0.07,N,4
24.0,41000,MORTGAGE,3.0,VENTURE,2500,7.29,0,0.06,N,2
25.0,65004,RENT,1.0,HOMEIMPROVEMENT,4800,13.49,0,0.07,N,3
21.0,41000,MORTGAGE,2.0,PERSONAL,8200,6.91,0,0.2,N,3
23.0,35000,MORTGAGE,7.0,EDUCATION,5000,12.98,1,0.14,Y,3
22.0,41000,MORTGAGE,0.0,EDUCATION,6000,11.86,0,0.15,N,2
23.0,69000,RENT,7.0,MEDICAL,4800,10.75,0,0.07,N,2
26.0,72000,RENT,4.0,HOMEIMPROVEMENT,4800,11.86,0,0.07,N,3
24.0,72096,RENT,2.0,HOMEIMPROVEMENT,4800,7.14,0,0.07,N,2
22.0,67200,RENT,6.0,DEBTCONSOLIDATION,4800,16.7,1,0.07,Y,2
24.0,69000,RENT,2.0,DEBTCONSOLIDATION,4800,15.21,1,0.07,N,4
22.0,75000,RENT,0.0,DEBTCONSOLIDATION,4800,12.21,0,0.06,N,2
24.0,41000,OWN,9.0,HOMEIMPROVEMENT,10000,15.33,0,0.24,N,4
24.0,41000,MORTGAGE,3.0,DEBTCONSOLIDATION,9000,9.88,0,0.22,N,2
23.0,41000,MORTGAGE,7.0,VENTURE,10000,14.96,0,0.24,Y,2
22.0,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,7750,9.88,0,0.19,N,3
23.0,86000,RENT,0.0,VENTURE,4800,9.62,0,0.06,N,3
21.0,90000,RENT,3.0,EDUCATION,4800,9.62,0,0.05,N,3
23.0,92000,RENT,5.0,MEDICAL,4800,10.0,0,0.05,N,3
22.0,41000,OWN,6.0,MEDICAL,2500,14.96,0,0.06,Y,4
22.0,41000,MORTGAGE,4.0,VENTURE,6000,8.59,0,0.15,N,4
24.0,103641,RENT,8.0,VENTURE,4800,10.74,0,0.05,N,2
22.0,41000,MORTGAGE,2.0,EDUCATION,3000,12.18,0,0.07,N,4
21.0,41000,OWN,5.0,PERSONAL,5000,7.74,0,0.12,N,3
22.0,115000,RENT,4.0,MEDICAL,4800,7.88,0,0.04,N,2
25.0,120000,RENT,9.0,PERSONAL,4800,14.22,0,0.04,N,3
23.0,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,9.32,0,0.15,N,3
24.0,125000,RENT,6.0,PERSONAL,4800,6.76,0,0.04,N,3
23.0,41000,MORTGAGE,0.0,VENTURE,4500,10.95,0,0.11,N,4
22.0,23000,RENT,6.0,VENTURE,4850,14.27,0,0.21,Y,4
24.0,40000,RENT,0.0,EDUCATION,4850,6.62,0,0.12,N,2
24.0,54000,RENT,0.0,HOMEIMPROVEMENT,4850,8.49,0,0.09,N,2
23.0,41000,MORTGAGE,4.0,MEDICAL,7500,10.71,0,0.18,N,2
23.0,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,5500,10.71,0,0.13,N,4
25.0,21600,RENT,0.0,EDUCATION,4900,13.72,0,0.23,Y,2
21.0,41004,MORTGAGE,5.0,VENTURE,24250,10.75,0,0.59,N,2
25.0,41004,OWN,9.0,VENTURE,4000,6.76,0,0.1,N,3
23.0,95000,RENT,4.0,PERSONAL,10000,10.99,0,0.11,N,4
26.0,41004,MORTGAGE,5.0,VENTURE,16000,10.95,0,0.39,N,3
23.0,41004,MORTGAGE,8.0,VENTURE,10000,9.32,0,0.24,N,4
25.0,83000,RENT,0.0,EDUCATION,10000,13.22,1,0.12,N,3
23.0,96000,RENT,7.0,PERSONAL,10000,10.65,0,0.1,N,3
26.0,96000,RENT,11.0,HOMEIMPROVEMENT,10000,19.69,0,0.1,Y,3
21.0,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,5700,12.99,0,0.14,N,4
24.0,41100,OWN,2.0,VENTURE,9200,12.42,0,0.22,N,2
23.0,97000,RENT,7.0,EDUCATION,10000,13.99,0,0.1,N,3
24.0,97850,RENT,5.0,HOMEIMPROVEMENT,10000,7.51,0,0.1,N,4
25.0,98000,RENT,9.0,DEBTCONSOLIDATION,10000,12.69,0,0.1,N,4
23.0,41196,MORTGAGE,7.0,EDUCATION,16000,11.83,0,0.39,N,2
26.0,99000,RENT,5.0,PERSONAL,10000,7.29,0,0.1,N,2
25.0,99275,RENT,1.0,PERSONAL,10000,14.65,0,0.1,Y,3
21.0,41200,OWN,3.0,PERSONAL,8000,11.48,0,0.19,N,3
24.0,87996,RENT,8.0,DEBTCONSOLIDATION,10000,14.84,1,0.11,Y,2
22.0,99996,RENT,1.0,EDUCATION,10000,9.32,0,0.1,N,4
22.0,100000,RENT,3.0,EDUCATION,10000,10.65,0,0.1,N,3
24.0,100000,RENT,5.0,PERSONAL,10000,7.51,0,0.1,N,3
25.0,100000,RENT,3.0,VENTURE,10000,6.62,0,0.1,N,4
25.0,88000,RENT,9.0,EDUCATION,10000,17.88,1,0.11,Y,4
24.0,100000,RENT,4.0,HOMEIMPROVEMENT,10000,16.4,0,0.1,Y,2
23.0,100000,RENT,0.0,PERSONAL,10000,11.46,0,0.1,N,2
26.0,102000,RENT,5.0,MEDICAL,10000,8.59,0,0.1,N,2
25.0,107000,RENT,0.0,VENTURE,10000,8.38,0,0.09,N,3
24.0,41500,MORTGAGE,8.0,EDUCATION,8500,7.14,0,0.2,N,4
23.0,107500,RENT,7.0,MEDICAL,10000,7.66,0,0.09,N,2
26.0,96000,RENT,2.0,EDUCATION,10000,15.28,1,0.1,Y,2
25.0,41508,MORTGAGE,9.0,EDUCATION,1600,13.11,0,0.04,Y,3
23.0,98000,RENT,0.0,EDUCATION,10000,16.4,1,0.1,N,2
25.0,41520,OWN,9.0,MEDICAL,4400,7.29,0,0.11,N,2
23.0,110000,RENT,5.0,DEBTCONSOLIDATION,10000,7.88,0,0.09,N,2
22.0,41600,OWN,4.0,EDUCATION,12000,12.42,0,0.29,N,2
22.0,41600,MORTGAGE,0.0,DEBTCONSOLIDATION,6800,10.59,0,0.16,N,3
23.0,41600,MORTGAGE,7.0,EDUCATION,7000,13.43,0,0.17,N,3
26.0,113000,RENT,3.0,HOMEIMPROVEMENT,10000,13.72,0,0.09,Y,3
24.0,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,8.94,0,0.24,N,2
22.0,41600,MORTGAGE,2.0,EDUCATION,3000,15.05,0,0.07,N,3
24.0,114800,RENT,6.0,PERSONAL,10000,8.94,0,0.09,N,4
25.0,41664,MORTGAGE,6.0,HOMEIMPROVEMENT,4000,5.99,0,0.1,N,2
25.0,115000,RENT,6.0,MEDICAL,10000,7.29,0,0.09,N,4
22.0,41717,OWN,5.0,VENTURE,20000,11.12,0,0.48,N,4
25.0,41718,OWN,3.0,VENTURE,5000,7.51,0,0.12,N,2
25.0,115000,RENT,3.0,MEDICAL,10000,10.37,0,0.09,N,2
25.0,116000,RENT,5.0,DEBTCONSOLIDATION,10000,14.26,0,0.09,Y,4
22.0,41784,MORTGAGE,6.0,DEBTCONSOLIDATION,5000,6.03,0,0.12,N,2
22.0,41800,MORTGAGE,3.0,VENTURE,3100,6.76,0,0.07,N,4
22.0,41820,MORTGAGE,4.0,PERSONAL,2500,6.91,0,0.06,N,3
21.0,120000,RENT,2.0,DEBTCONSOLIDATION,10000,11.71,0,0.08,N,3
21.0,120000,RENT,4.0,DEBTCONSOLIDATION,10000,9.99,0,0.08,N,3
26.0,120000,RENT,11.0,HOMEIMPROVEMENT,10000,12.68,0,0.08,N,2
23.0,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,13.35,1,0.1,N,2
24.0,120000,RENT,3.0,MEDICAL,10000,7.88,0,0.08,N,2
24.0,120000,RENT,4.0,HOMEIMPROVEMENT,10000,13.61,0,0.08,Y,4
25.0,120000,RENT,3.0,DEBTCONSOLIDATION,10000,9.32,0,0.08,N,2
23.0,120000,RENT,0.0,DEBTCONSOLIDATION,10000,11.66,0,0.08,N,2
24.0,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,19200,7.9,0,0.46,N,2
26.0,122500,RENT,1.0,MEDICAL,10000,10.65,0,0.08,N,3
23.0,124000,RENT,2.0,PERSONAL,10000,14.27,0,0.08,N,3
22.0,42000,MORTGAGE,1.0,PERSONAL,10500,14.65,0,0.25,N,2
26.0,125000,RENT,6.0,VENTURE,10000,7.49,0,0.08,N,2
25.0,130000,RENT,7.0,HOMEIMPROVEMENT,10000,7.49,0,0.08,N,2
22.0,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,12.69,1,0.11,N,4
21.0,36000,MORTGAGE,2.0,MEDICAL,5000,14.27,1,0.14,Y,2
25.0,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,12000,9.91,0,0.29,N,2
23.0,42000,MORTGAGE,0.0,PERSONAL,6000,16.77,0,0.14,N,3
25.0,42000,MORTGAGE,1.0,VENTURE,13975,8.9,0,0.33,N,4
25.0,132000,RENT,4.0,HOMEIMPROVEMENT,10000,12.84,0,0.08,Y,3
22.0,42000,MORTGAGE,6.0,EDUCATION,15000,13.49,0,0.36,Y,4
22.0,140000,RENT,0.0,EDUCATION,10000,9.99,0,0.07,N,2
24.0,140000,RENT,0.0,HOMEIMPROVEMENT,10000,11.14,0,0.07,N,2
24.0,42000,MORTGAGE,5.0,EDUCATION,4900,6.03,0,0.12,N,4
24.0,42000,OWN,8.0,EDUCATION,8000,6.62,0,0.19,N,4
22.0,42000,MORTGAGE,5.0,VENTURE,5400,6.03,0,0.13,N,3
26.0,145000,RENT,1.0,HOMEIMPROVEMENT,10000,10.99,0,0.07,N,3
24.0,42000,MORTGAGE,3.0,EDUCATION,8675,7.51,0,0.21,N,4
23.0,157500,RENT,1.0,EDUCATION,10000,12.69,0,0.06,N,2
22.0,160000,RENT,0.0,VENTURE,10000,8.94,0,0.06,N,3
25.0,153000,RENT,9.0,DEBTCONSOLIDATION,10000,14.96,1,0.07,Y,4
24.0,165000,RENT,2.0,PERSONAL,10000,9.2,0,0.06,N,3
24.0,42000,MORTGAGE,6.0,MEDICAL,3125,8.9,0,0.07,N,3
25.0,175000,RENT,4.0,HOMEIMPROVEMENT,10000,15.05,0,0.06,Y,4
24.0,238000,RENT,2.0,VENTURE,10000,13.67,1,0.04,N,2
22.0,42000,MORTGAGE,7.0,DEBTCONSOLIDATION,9350,12.69,0,0.22,N,2
24.0,24148,RENT,1.0,EDUCATION,9975,11.48,1,0.41,N,4
24.0,46000,RENT,2.0,VENTURE,9975,13.11,0,0.22,Y,3
22.0,60000,RENT,6.0,VENTURE,9975,11.48,0,0.17,N,4
22.0,42000,MORTGAGE,6.0,MEDICAL,3000,6.03,0,0.07,N,2
23.0,65000,RENT,0.0,VENTURE,9975,7.51,0,0.15,N,2
23.0,42000,OWN,5.0,VENTURE,6500,6.03,0,0.15,N,2
22.0,72000,RENT,0.0,VENTURE,9975,10.99,0,0.14,N,3
22.0,42000,OWN,6.0,PERSONAL,10000,6.03,0,0.24,N,2
25.0,26880,RENT,1.0,VENTURE,4900,14.26,0,0.18,Y,4
21.0,42000,OWN,5.0,EDUCATION,5000,17.49,0,0.12,N,2
22.0,26400,RENT,6.0,EDUCATION,9900,11.71,1,0.38,N,4
22.0,30000,RENT,4.0,VENTURE,9875,7.29,1,0.33,N,3
23.0,42000,MORTGAGE,7.0,EDUCATION,8000,10.99,0,0.19,N,4
26.0,28000,RENT,5.0,VENTURE,9800,7.29,1,0.35,N,4
25.0,36000,RENT,3.0,EDUCATION,9800,10.36,0,0.27,N,4
23.0,48000,RENT,7.0,DEBTCONSOLIDATION,9800,7.88,0,0.2,N,4
23.0,44000,RENT,7.0,EDUCATION,9800,7.51,1,0.22,N,2
24.0,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,12000,6.99,0,0.29,N,3
23.0,44000,RENT,7.0,MEDICAL,9800,13.11,1,0.22,N,2
24.0,42000,MORTGAGE,8.0,PERSONAL,1000,11.49,0,0.02,N,4
26.0,36000,MORTGAGE,3.0,EDUCATION,11000,10.59,1,0.31,N,4
24.0,53500,RENT,0.0,HOMEIMPROVEMENT,9800,6.17,0,0.18,N,4
23.0,60000,RENT,4.0,EDUCATION,9800,13.49,0,0.16,N,2
24.0,82500,RENT,8.0,MEDICAL,9800,7.51,0,0.12,N,4
23.0,66300,RENT,7.0,MEDICAL,9800,15.7,1,0.13,Y,2
26.0,93000,RENT,7.0,HOMEIMPROVEMENT,9800,10.25,0,0.11,N,4
25.0,42000,MORTGAGE,2.0,EDUCATION,7200,14.79,0,0.17,Y,2
26.0,107000,RENT,2.0,MEDICAL,9800,8.9,0,0.09,N,3
23.0,36000,MORTGAGE,7.0,HOMEIMPROVEMENT,6725,11.49,1,0.19,N,2
21.0,42000,MORTGAGE,5.0,EDUCATION,7000,15.23,0,0.17,Y,4
23.0,36504,RENT,0.0,EDUCATION,4900,12.68,0,0.13,N,2
25.0,32400,RENT,2.0,MEDICAL,4900,11.49,1,0.15,N,2
23.0,42000,RENT,2.0,EDUCATION,4900,14.72,0,0.12,Y,4
22.0,42000,MORTGAGE,6.0,EDUCATION,14750,12.99,0,0.35,N,4
22.0,42000,MORTGAGE,6.0,EDUCATION,6000,12.99,0,0.14,Y,2
22.0,42000,MORTGAGE,5.0,VENTURE,5000,6.99,0,0.12,N,4
26.0,36000,MORTGAGE,1.0,HOMEIMPROVEMENT,4500,10.59,1,0.13,N,2
23.0,50000,RENT,0.0,EDUCATION,4900,8.49,0,0.1,N,3
21.0,50000,RENT,5.0,EDUCATION,4900,8.94,0,0.1,N,2
24.0,51630,RENT,0.0,MEDICAL,4900,9.99,0,0.09,N,3
23.0,42000,MORTGAGE,7.0,VENTURE,8000,5.42,0,0.19,N,3
24.0,69600,RENT,8.0,PERSONAL,4900,9.99,0,0.07,N,2
23.0,42000,MORTGAGE,7.0,PERSONAL,12000,15.23,0,0.29,Y,3
21.0,42000,OWN,5.0,MEDICAL,8000,9.99,0,0.19,N,4
24.0,74000,RENT,1.0,PERSONAL,4900,12.87,0,0.07,N,3
23.0,107000,RENT,2.0,DEBTCONSOLIDATION,4900,8.94,0,0.05,N,2
22.0,15000,RENT,3.0,PERSONAL,4950,8.9,1,0.33,N,4
24.0,42000,MORTGAGE,9.0,PERSONAL,11000,5.42,0,0.26,N,4
24.0,42000,MORTGAGE,2.0,PERSONAL,10000,7.49,0,0.24,N,4
24.0,36000,MORTGAGE,5.0,MEDICAL,4000,15.23,1,0.11,Y,3
22.0,34000,RENT,3.0,DEBTCONSOLIDATION,4975,7.51,1,0.15,N,2
24.0,75000,RENT,0.0,DEBTCONSOLIDATION,4975,6.76,0,0.07,N,4
22.0,95000,RENT,0.0,MEDICAL,4975,6.17,0,0.05,N,3
23.0,42000,OWN,0.0,PERSONAL,6000,5.42,0,0.14,N,2
23.0,27972,RENT,6.0,VENTURE,5000,8.94,0,0.18,N,3
22.0,27996,RENT,1.0,VENTURE,5000,17.51,1,0.18,N,4
24.0,42000,MORTGAGE,4.0,VENTURE,1200,11.49,0,0.03,N,3
24.0,42000,MORTGAGE,8.0,HOMEIMPROVEMENT,2500,15.28,0,0.06,N,2
23.0,28000,RENT,4.0,DEBTCONSOLIDATION,5000,13.72,1,0.18,N,4
23.0,28000,RENT,0.0,MEDICAL,5000,11.78,0,0.18,N,4
24.0,28000,RENT,0.0,MEDICAL,5000,7.68,0,0.18,N,3
25.0,28800,RENT,0.0,EDUCATION,5000,8.9,0,0.17,N,2
22.0,28800,RENT,6.0,EDUCATION,5000,6.91,0,0.17,N,2
23.0,28800,RENT,0.0,EDUCATION,5000,11.49,0,0.17,N,2
23.0,42000,MORTGAGE,8.0,MEDICAL,7600,6.0,0,0.18,N,2
23.0,28800,RENT,2.0,VENTURE,5000,13.11,0,0.17,N,3
23.0,29100,RENT,3.0,EDUCATION,5000,14.84,0,0.17,N,2
24.0,29120,RENT,0.0,EDUCATION,5000,10.99,0,0.17,N,4
23.0,29730,RENT,2.0,DEBTCONSOLIDATION,5000,7.66,0,0.17,N,4
22.0,29865,RENT,6.0,EDUCATION,5000,11.12,1,0.17,N,3
21.0,42000,MORTGAGE,1.0,DEBTCONSOLIDATION,2500,7.29,0,0.06,N,4
26.0,30000,RENT,2.0,EDUCATION,5000,12.42,1,0.17,N,2
24.0,42000,MORTGAGE,8.0,DEBTCONSOLIDATION,22250,11.11,0,0.53,N,3
24.0,30000,RENT,6.0,DEBTCONSOLIDATION,5000,12.69,1,0.17,N,4
22.0,42000,OWN,2.0,VENTURE,9000,7.66,0,0.21,N,2
22.0,30000,RENT,0.0,HOMEIMPROVEMENT,5000,8.88,1,0.17,N,3
25.0,30000,RENT,4.0,EDUCATION,5000,11.86,0,0.17,N,2
24.0,42000,OWN,7.0,VENTURE,12000,7.66,0,0.29,N,3
22.0,30000,RENT,0.0,EDUCATION,5000,11.49,0,0.17,N,2
23.0,30000,RENT,0.0,PERSONAL,5000,11.86,0,0.17,N,2
21.0,30000,RENT,0.0,VENTURE,5000,8.59,0,0.17,N,2
21.0,30000,RENT,2.0,PERSONAL,5000,14.96,1,0.17,N,2
25.0,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,3250,10.0,0,0.08,N,3
21.0,30000,RENT,3.0,VENTURE,5000,13.92,0,0.17,N,4
24.0,30000,RENT,0.0,EDUCATION,5000,11.14,0,0.17,N,2
21.0,36000,MORTGAGE,0.0,EDUCATION,14000,6.54,1,0.39,N,4
26.0,30000,RENT,7.0,DEBTCONSOLIDATION,5000,14.42,1,0.17,N,4
23.0,30000,RENT,0.0,PERSONAL,5000,11.59,0,0.17,Y,4
22.0,30000,RENT,0.0,EDUCATION,5000,10.33,0,0.17,N,3
23.0,30159,RENT,0.0,EDUCATION,5000,11.12,0,0.17,N,2
25.0,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,5.42,0,0.24,N,2
22.0,30900,RENT,3.0,VENTURE,5000,10.0,0,0.16,N,2
23.0,42000,MORTGAGE,2.0,VENTURE,1500,6.17,0,0.04,N,3
26.0,31000,RENT,4.0,EDUCATION,5000,14.96,0,0.16,Y,3
22.0,31000,RENT,2.0,MEDICAL,5000,10.62,0,0.16,N,4
25.0,31000,RENT,0.0,PERSONAL,5000,8.94,0,0.16,N,2
26.0,31200,RENT,8.0,EDUCATION,5000,8.63,0,0.16,N,2
22.0,31404,RENT,0.0,PERSONAL,5000,7.51,0,0.16,N,3
23.0,31920,RENT,0.0,DEBTCONSOLIDATION,5000,8.0,0,0.16,N,3
23.0,42000,MORTGAGE,3.0,EDUCATION,11000,6.54,0,0.26,N,3
21.0,42000,OWN,5.0,VENTURE,12250,8.88,0,0.29,N,4
25.0,32000,RENT,9.0,VENTURE,5000,14.27,1,0.16,Y,4
23.0,32000,RENT,4.0,HOMEIMPROVEMENT,5000,12.69,1,0.16,N,4
26.0,32000,RENT,3.0,VENTURE,5000,6.03,0,0.16,N,2
22.0,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,7000,14.84,1,0.19,N,3
23.0,32000,RENT,3.0,DEBTCONSOLIDATION,5000,14.79,0,0.16,N,2
24.0,42000,MORTGAGE,6.0,VENTURE,9250,11.12,0,0.22,N,4
26.0,32000,RENT,3.0,DEBTCONSOLIDATION,5000,7.49,0,0.16,N,2
26.0,32000,RENT,10.0,PERSONAL,5000,12.53,0,0.16,Y,3
21.0,32000,RENT,3.0,EDUCATION,5000,7.68,0,0.16,N,4
24.0,32004,RENT,3.0,DEBTCONSOLIDATION,5000,13.23,0,0.16,N,2
25.0,32004,RENT,5.0,DEBTCONSOLIDATION,5000,14.35,0,0.16,N,3
24.0,42000,MORTGAGE,8.0,PERSONAL,12000,10.38,0,0.29,N,4
24.0,42000,MORTGAGE,7.0,MEDICAL,4200,13.23,0,0.1,N,2
24.0,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,6000,7.14,1,0.17,N,4
22.0,32760,RENT,3.0,PERSONAL,5000,13.48,0,0.15,Y,3
22.0,32968,RENT,2.0,DEBTCONSOLIDATION,5000,14.61,1,0.15,N,3
26.0,33000,RENT,2.0,MEDICAL,5000,12.69,0,0.15,N,4
26.0,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,11.49,1,0.17,N,2
23.0,33000,RENT,5.0,PERSONAL,5000,10.62,0,0.15,N,2
23.0,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,11000,7.88,0,0.26,N,2
22.0,33000,RENT,1.0,DEBTCONSOLIDATION,5000,10.25,0,0.15,N,4
21.0,33000,RENT,5.0,EDUCATION,5000,12.84,0,0.15,N,2
24.0,42000,OWN,7.0,MEDICAL,3000,7.51,0,0.07,N,2
26.0,33280,RENT,11.0,DEBTCONSOLIDATION,5000,14.11,1,0.15,N,4
23.0,33600,RENT,3.0,VENTURE,5000,13.49,0,0.15,Y,4
21.0,33600,RENT,4.0,EDUCATION,5000,13.49,0,0.15,N,3
21.0,42000,MORTGAGE,3.0,EDUCATION,13750,11.36,0,0.33,N,4
21.0,33996,RENT,0.0,PERSONAL,5000,12.18,0,0.15,N,3
25.0,33996,RENT,0.0,VENTURE,5000,9.38,0,0.15,N,3
24.0,42000,MORTGAGE,3.0,MEDICAL,8500,7.51,0,0.2,N,4
23.0,34000,RENT,4.0,VENTURE,5000,7.88,0,0.15,N,4
21.0,42000,MORTGAGE,6.0,EDUCATION,3500,7.51,0,0.08,N,2
